0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
44.7,19590901,32,19.4,6.2,2.2,0.5,0,23.3,15.3,5.6,2.3,0.6
43.6,19591001,23.4,13.5,3.8,1.4,0.3,0,33,22.9,10.8,6.2,2.3
40.2,19591101,29.4,20.6,11.3,8.1,5.4,0,30.4,20.6,8.6,4.6,1.9
39.1,19591201,25.9,17.6,9.3,6.5,3.9,0,35,23.6,9,4.2,1.1
40.1,19600101,21.8,14.4,6.1,2.8,0.9,0,38,26.1,11,5.5,1.4
39.5,19600201,21.3,12.4,3.1,1,0.2,0,39.2,28,11.9,6,2
42.5,19600301,20.7,11.9,3.3,1.2,0.3,0,36.9,25.1,11.1,6,2.3
41.4,19600401,22.1,12,3.2,1.1,0.2,0,36.3,25,11.2,6.1,2
40.4,19600501,24.5,15.1,5,2.3,0.7,0,35.1,24.6,10.9,5.4,1.5
40.4,19600601,29.4,20,9,5.5,2.2,0,30.3,20,8.6,5,1.7
40.3,19600701,41,28.1,12.3,6.8,2.8,0,18.8,11.7,4.8,2.1,0.7
43.8,19600801,35.5,22.9,9.3,5.1,2.1,0,20.8,12.7,4.9,2.5,1.1
38.6,19600901,40.8,29.5,14.3,7.7,2.9,0,20.5,12.5,4,2.1,0.9
40.2,19601001,39.2,27.1,12.4,6.8,2.6,0,20.5,12.5,4.7,2.7,1.2
38.8,19601101,43.4,30.3,13.6,7.3,2.6,0,17.8,11.2,4.7,2.4,0.9
40,19601201,43.9,30.8,13.2,6.7,2.1,0,16.1,9.6,4.1,2.3,0.9
36.9,19610101,48.4,36.2,17.9,10.7,4.6,0,14.7,9.4,4.4,2.6,0.9
34.6,19610201,47.6,35.7,17.6,10.5,4.3,0,17.7,11.3,6.3,4.2,1.9
34,19610301,41.4,29.7,14,7.9,3.1,0,24.6,17.4,7.7,4.5,1.7
42.2,19610401,37,25.4,9.3,4.3,1.2,0,20.8,12.9,4.3,1.5,0.3
44.6,19610501,35,25.3,11.7,6.1,1.7,0,20.5,10.5,1.9,0.4,0.1
37.6,19610601,37.3,27.9,14.6,8.5,3.2,0,25.2,15.2,3.8,0.8,0.1
39.3,19610701,36.7,26.3,12.5,6.7,2.2,0,24.2,14,3.3,0.8,0.1
35.2,19610801,35.8,28.3,15.6,8.9,3.7,0,29.1,17.7,4.8,1.6,0.2
40.4,19610901,27,17.4,5.8,2.4,0.5,0,32.7,21.5,8.4,3.4,0.8
39.7,19611001,22.3,14.5,5.9,3.1,1.1,0,38.1,25.3,9.9,4.9,1.1
44.8,19611101,20.6,11.8,3.9,2,0.8,0,34.6,21.7,7,3.2,0.8
47.9,19611201,21.6,11.7,3.7,1.9,0.8,0,30.7,17.9,5.4,2.1,0.5
40.9,19620101,24.6,14.8,4.4,2.2,1,0,34.5,22.3,8.8,4.4,1.4
37.1,19620201,21.3,12.6,4.8,2.4,1.1,0,41.7,30,13.8,7,2.3
42.3,19620301,18.8,11.2,3.6,1.5,0.6,0,38.9,26.7,11.5,6.4,2.2
44.3,19620401,24.6,14.4,4.6,1.7,0.3,0,31.1,20.5,7.7,3.4,0.8
39.2,19620501,24.7,15.6,5.9,2.9,1.1,0,36,25.2,11.3,6.3,2.2
45,19620601,25.9,14.9,4.1,1.3,0.2,0,29.2,18.3,6,2.5,0.6
38.5,19620701,26.2,15.5,4.1,1.3,0.2,0,35.4,24.9,10.9,5.7,2.4
37,19620801,34,23.3,11.1,5.5,1.4,0,29.1,20,8.6,4.6,2.1
38.9,19620901,33.5,21.2,7.2,3,0.8,0,27.6,17.9,7.1,3.7,1.7
38.5,19621001,31.3,20,7.2,3.3,0.9,0,30.1,20.6,8,3.8,1.2
37,19621101,37.8,26.9,13,7.7,3.2,0,25.1,16.1,5.7,2.5,0.7
37.5,19621201,41,29.1,13.3,8.1,4.1,0,21.6,13.3,4.8,2.2,0.7
35.1,19630101,43.1,31.6,15.3,8.6,3.5,0,21.8,15.1,6.9,4,1.8
37.5,19630201,43.6,32.2,15.3,8.4,3.5,0,18.9,11.4,3.6,1.6,0.3
42.1,19630301,43.9,31.5,15.6,9.2,3.6,0,14.1,7.5,2,0.9,0.3
36.1,19630401,52.3,38.2,16.6,8.7,3.1,0,11.6,5.8,1.2,0.3,0
36.7,19630501,50.1,36.3,16.9,9.5,3.3,0,13.3,5.6,0.9,0.2,0
31,19630601,52.5,40.8,21.6,12.2,4.1,0,16.2,10.2,3.1,1.2,0.2
32.2,19630701,54.7,42.6,22.1,12.3,4.2,0,13.1,7.8,2,0.6,0
34.8,19630801,51.5,38.2,18.9,10.8,4,0,13.6,7.7,2,0.7,0.1
35.9,19630901,45.3,34.2,18.8,11.6,4.3,0,18.8,11.6,4.7,2.2,0.6
30.4,19631001,48.8,38.6,23.2,16,8.2,0,20.8,13.8,5.3,2.7,0.7
32.4,19631101,45.4,33.3,16.2,8.9,3.2,0,22.3,15.8,8.1,4.6,1.1
32,19631201,48.8,38.3,22.7,15,7.6,0,19.3,11.9,4.2,2.4,0.8
38.6,19640101,46.9,35.9,19.3,12,6.2,0,14.6,8.1,2.5,1,0.1
37,19640201,48.6,36,19.4,12.6,6.1,0,14.4,7.7,1.6,0.4,0
37.6,19640301,53.1,35.7,13,6,1.8,0,9.2,4.5,0.5,0.1,0
43.5,19640401,41.9,26.7,9.2,3.9,0.9,0,14.4,8.1,1.8,0.5,0
40,19640501,47.7,30.5,9.8,4.3,1.1,0,12.4,7.1,2.3,0.7,0.1
35.5,19640601,47.7,31.9,10.5,4.2,1,0,16.8,10.6,3.1,0.9,0.2
40,19640701,39.4,26.6,9.9,4.4,1.3,0,20.8,13.3,6.3,3.9,1.5
35.1,19640801,42.3,30.6,15.9,9.5,3.6,0,22.7,14.7,7.2,4.6,2
39.6,19640901,33.5,24.1,11.1,5.8,1.7,0,26.9,17.4,7.6,4.6,2.1
36.5,19641001,42.5,31.1,17,10.1,4.3,0,21,14.2,7.1,4.4,2
40.7,19641101,32.2,22.7,11.5,7,3.2,0,26.8,16.9,7.2,4.1,1.3
30.2,19641201,33.2,24.3,12.1,7.2,3.1,0,36.6,27.4,14.9,9.4,4
31.9,19650101,37.7,29,15.9,10.2,4.8,0,30.5,22.4,12.7,8.3,3.8
35.7,19650201,31.6,23.6,13.5,9,4.2,0,32.7,23,11.4,7.3,3.3
35.9,19650301,36,27.3,16,10.1,4.8,0,28.1,18,7.4,4.2,2
40.2,19650401,29.3,21,11.9,8.4,4.7,0,30.5,19.7,7.6,3.6,0.7
44.1,19650501,27.5,17.1,7.4,5,3.1,0,28.4,17.4,5.7,2.3,0.4
42.3,19650601,23.7,14.7,6.2,4.1,2.2,0,33.8,21.4,7.7,3.6,0.9
37.4,19650701,18.8,11.7,5.5,4,2.5,0,43.9,31.6,14.1,7.1,1.7
37.1,19650801,18.8,11.4,4.7,3,1.3,0,44.2,32.7,16.2,8.6,2.9
34.9,19650901,18.9,11.7,5.6,3.4,1.9,0,46.3,35.6,18,9.8,2.8
36.6,19651001,24.8,16.7,7.6,4.7,2.4,0,38.8,28.1,12.5,6.2,1.4
30.8,19651101,26.8,18.7,8.6,4.7,1.7,0,42.5,31.7,15.3,8.2,2.2
25.4,19651201,27.7,20.3,10.6,6.9,3.6,0,46.7,37.8,20.9,12.5,5.5
33.1,19660101,23.8,16.3,8.4,5.1,2.1,0,43.2,32.8,15.5,8.3,2.5
35.3,19660201,22.4,14.1,5.2,2.1,0.7,0,42.3,31,13.6,6.5,2.4
40.9,19660301,29.3,19.2,8.2,4.4,1.4,0,29.6,19.7,7.5,3.9,1.3
43.2,19660401,30.3,19.5,8.3,4.3,1.6,0,26.5,16.1,6.5,3.7,1.4
35.9,19660501,43.9,32,16.4,9.8,4.1,0,20.1,12.5,4.4,2.2,0.8
28.7,19660601,59.5,48.5,30.6,20.9,9.8,0,11.8,7,2,0.9,0.3
31.4,19660701,55.2,43.5,25.7,16.4,7.3,0,13.3,8.4,3.1,1.4,0.4
31.2,19660801,50.9,40.3,23.5,14.9,6.8,0,17.8,11.1,4.1,2.1,0.8
32.5,19660901,52.8,40.4,22.4,13.6,5.8,0,14.7,8.5,2.5,0.8,0.1
31.8,19661001,56.5,43.6,24.7,15.1,7,0,11.5,5.8,1,0.2,0
35.7,19661101,56.4,42.3,20.6,11.3,4,0,8,3.2,0.5,0.1,0
47.3,19661201,41.5,27.9,11.2,5.6,1.7,0,11.3,5,0.9,0.2,0
42,19670101,43.4,29,11.4,5.4,1.6,0,14.5,7.6,1.4,0.4,0.1
44.5,19670201,41.7,28.5,11.2,5,1.3,0,13.8,6.7,1.2,0.3,0
41.9,19670301,43,29.3,11.4,4.9,1.3,0,15.1,7.5,1.6,0.5,0.1
38.6,19670401,39.3,27,9.3,4,1.2,0,22,13.1,3.1,1,0.1
40.1,19670501,42.6,30.8,15.7,9.3,3.7,0,17.4,9.5,1.8,0.5,0
37.9,19670601,35,24.8,11.5,6.5,2.7,0,27.1,17.4,6.6,3.1,0.9
41.2,19670701,29.5,19.4,8.1,4,1.1,0,29.3,19.3,7.3,3.2,0.9
46.8,19670801,26.4,16,5,2,0.5,0,26.8,16.3,5.1,2.1,0.5
47.5,19670901,27.8,16,4.3,1.8,0.4,0,24.7,14.3,4.5,1.8,0.4
49,19671001,25.5,14.5,4.3,1.9,0.5,0,25.5,14.7,4.1,1.5,0.3
43.9,19671101,25.4,16.2,5.8,2.8,0.7,0,30.7,19.3,7,3,0.5
41,19671201,18.3,11,3.6,1.5,0.4,0,40.9,27.7,11.9,5.5,1.3
42.2,19680101,20.9,12.9,6,3.8,1.9,0,36.8,23.8,8.8,4.3,1.3
42.3,19680201,24.5,15.6,6.8,3.8,1.4,0,33.3,21,7.7,3.4,1
40.9,19680301,38.1,27.2,14.5,9.5,5.3,0,21,13.1,5,2.4,1
43.2,19680401,38.5,26.2,11.5,6,2.2,0,18.2,11,4,2.1,1.1
44.7,19680501,33,21.4,9.6,5,1.4,0,22.4,13.7,5.8,3.1,1.2
42.7,19680601,31.7,20.6,8.5,4.1,1.1,0,25.6,16.4,6.4,2.7,0.7
40.1,19680701,31.6,20.3,7.8,4,1.4,0,28.3,18.2,6.2,2.5,0.6
38.2,19680801,25,15.3,5.1,2.1,0.4,0,36.8,26.1,10.4,4.3,0.9
36.3,19680901,34.7,23.8,9.7,5.2,2.2,0,29,19.4,8.4,4.2,1.2
40.5,19681001,32.3,20.3,7.8,4.1,1.6,0,27.3,17.2,7.2,3.8,1.2
47.9,19681101,20.2,11,3.3,1.4,0.3,0,32.1,20.3,7.5,3.6,1.1
44.4,19681201,16.4,9,2.2,0.8,0.1,0,39.1,25.7,10,5.3,2
34.7,19690101,15.5,8.8,2.6,0.9,0.1,0,49.7,37.9,18.3,10.1,4.1
32.2,19690201,18.4,11.4,3.7,1.3,0.2,0,49.4,38.6,20.9,12.4,5.8
38.7,19690301,19.2,11.6,4,1.5,0.3,0,42.3,29.9,12.8,6.9,2.9
38.1,19690401,19.7,11.5,2.8,0.9,0.1,0,42.1,29.7,13.3,7,2.8
46,19690501,22.1,14.3,6.1,3.2,0.8,0,32,19.7,6.9,3.6,1.4
43.8,19690601,14.3,7.9,3.1,1.5,0.4,0,41.8,26.4,8.3,3.8,1.3
43,19690701,11,5.8,1.9,1,0.3,0,46,30.8,11.5,5.4,1.6
48.8,19690801,15.6,8.1,2.4,1,0.2,0,35.5,21.4,7.7,3.8,1.3
47.8,19690901,22.8,13.6,4.4,2.1,0.5,0,29.3,18.6,7.7,4.3,1.6
42.5,19691001,27.4,17,6.1,2.7,0.8,0,30.1,19.5,6.8,3.1,0.9
42.1,19691101,34.3,22.1,8,3.7,1.1,0,23.5,14.6,5.3,2.5,0.7
48.5,19691201,20.9,10.7,2.5,0.7,0.1,0,30.7,18.5,6.1,2.8,0.9
46,19700101,24.1,13.4,3.2,1.1,0.1,0,29.9,19.5,7.4,3.2,1
46.2,19700201,24.6,14.6,4.3,1.9,0.6,0,29.2,17.9,6,2.5,0.6
44.3,19700301,30.6,17.9,5.4,2,0.4,0,25.2,14.8,5,2.4,0.9
45.8,19700401,29.9,19.5,7.7,3.8,1,0,24.4,13.5,4.4,1.7,0.5
49.1,19700501,26.2,15.1,4,1.4,0.3,0,24.8,14.3,4.1,1.6,0.4
48.2,19700601,24.8,15.2,4.4,1.7,0.3,0,27,15.7,3.9,1.2,0.1
45.1,19700701,35.7,21.9,6.5,2.6,0.8,0,19.2,10.2,2.5,0.9,0.1
42.8,19700801,35.5,20.7,5.7,2.4,0.7,0,21.7,12.5,3.2,1.1,0.3
47.6,19700901,31.5,18.5,5.3,2.2,0.7,0,20.8,12.1,4.4,2.1,0.6
48.4,19701001,25.4,14.8,4.6,1.8,0.6,0,26.3,14.7,4.2,1.8,0.6
47.2,19701101,19.4,10.5,2.8,1.1,0.3,0,33.4,19.5,5.7,2.4,0.8
43.9,19701201,24.5,15.2,5.8,3,1.1,0,31.5,19.9,6.4,2.8,1
41,19710101,30.8,19.7,8,4.2,1.9,0,28.4,17.6,5.9,3.1,1.1
44.5,19710201,24.1,15.9,6.6,3.5,1,0,31.5,20,7,3,0.9
41,19710301,30.4,20.3,8.8,4.7,1.6,0,28.6,18.4,6.6,2.7,0.8
39,19710401,32.2,22,9.4,4.7,1.4,0,28.8,17.8,5,2,0.6
37.8,19710501,29.1,20.3,9.5,5,1.6,0,33.3,22.5,9,4.3,1.3
31.5,19710601,40.5,32.1,19.5,12.3,5.1,0,27.9,19.2,7.6,3,0.7
34.7,19710701,42.5,33.5,19.6,12.4,5.8,0,22.8,14.8,5.2,1.7,0.3
38.4,19710801,42,29.5,13,6.6,2,0,19.5,12.6,4.4,1.6,0.2
40.6,19710901,35.7,25.3,11.2,5.4,1.4,0,23.7,14.9,5.5,2.1,0.2
42.7,19711001,26.7,18.1,7.7,3.4,0.8,0,30.5,19.7,7,3.3,1.1
39.8,19711101,30.5,20.6,9.6,5.3,2,0,29.7,19.1,7,3.3,1.1
44.5,19711201,17.4,9.8,2.8,1.1,0.2,0,38.1,23.5,7.9,3.4,0.9
43.5,19720101,15.8,7.9,1.9,0.7,0.1,0,40.6,25.9,8.6,3.5,1.1
42,19720201,21.7,12.5,3.5,1,0.1,0,36.2,24.3,9.4,4.1,1.3
40.9,19720301,22.4,13.3,4.9,2.2,0.5,0,36.8,24.4,9.6,4.7,1.2
43.8,19720401,23.8,14,5,2.1,0.5,0,32.5,21.7,9.7,5.1,1.7
41.2,19720501,25.2,16.7,8.6,4.8,1.6,0,33.3,22.4,11,6.6,3
37.8,19720601,28.9,18.2,6.7,3.3,1.1,0,33.3,23.5,11,6,2
38.5,19720701,33.8,23.9,11.9,7.1,3.2,0,27.6,18.8,9,5,1.5
37.8,19720801,30.3,21.4,10.8,6.6,2.8,0,31.7,21.3,9.3,4.8,1.9
35.8,19720901,34.1,26.2,17,12.3,7.3,0,30.1,20.1,8.4,4.2,1.6
43.3,19721001,24.7,14.4,4.8,2.5,1,0,32,21.4,8.6,3.9,1.1
47.1,19721101,13.3,6.1,1.5,0.7,0.1,0,39.6,26.2,11,5.3,1.5
40.6,19721201,9.4,4.2,1,0.3,0,0,49.9,35.2,16.8,9,2.8
36.2,19730101,8.1,4,0.9,0.2,0,0,55.7,40.7,19.2,10.4,3.4
33.3,19730201,11.7,7.2,2.5,0.8,0.1,0,54.9,41.5,22,12.8,4.3
25.1,19730301,10.1,6.9,2.4,0.8,0.1,0,64.8,52.5,32.9,22.1,9.1
17.4,19730401,10.4,8,3.7,1.6,0.3,0,72.2,61.2,39.8,27,12.4
17.2,19730501,14.1,10.7,5.5,2.9,0.9,0,68.7,60.1,40.7,27.6,12.7
19.3,19730601,14.8,11.7,7.2,4.4,1.6,0,65.9,57.1,39.5,26.4,11.4
20.5,19730701,14.5,11.4,7.2,5.2,2.1,0,65.1,53.8,32.3,19.4,7
32,19730801,15.8,11.5,6.9,4.4,1.8,0,52.1,38.9,19.6,10.2,2.8
33.1,19730901,15.1,11,7.5,5.6,3,0,52.1,39.3,20.3,12.1,4.6
35,19731001,16.1,11.1,5.9,3.7,2,0,49,35.9,18.5,11.8,5.5
34.7,19731101,11,5.9,1.4,0.6,0.2,0,54.4,42,24,15.9,7.7
27.6,19731201,18.5,13.6,7.4,4.3,1.5,0,54,41.4,20.9,11.7,3.5
29.9,19740101,17.6,11.4,4.1,1.8,0.4,0,52.6,40,21.7,12.6,4.3
31.4,19740201,20.3,14.2,6.8,3.8,1.5,0,48.3,37.2,20.8,12.5,4.6
30.8,19740301,19.6,13.4,6.7,4.1,1.6,0,49.7,38.6,22.2,13.9,6.5
29.5,19740401,20.4,15.1,9,6.2,3,0,50.1,38.7,20.9,13.1,6.3
25.7,19740501,21,16,9.1,5.9,2.7,0,53.4,42.6,26.5,17.4,8.2
32.1,19740601,28.8,21.9,11.6,7.3,3,0,39.1,29.5,16.8,10.8,4.8
34.7,19740701,32.7,23.8,11.8,6.6,2.5,0,32.6,24.4,13.6,8.4,3.9
34,19740801,30.8,21.8,9.3,4.5,1.6,0,35.2,25.3,12.2,6.3,2
33.4,19740901,33.4,26.1,14.5,8.8,3.6,0,33.3,22.3,9,4.2,1.2
42,19741001,34.4,25,12.1,6.5,2.1,0,23.3,14.2,5.1,2,0.3
39.8,19741101,33,23.6,11.4,5.6,1.6,0,27.3,17.8,7.2,3.3,0.6
38.4,19741201,34.9,26.2,13.8,7.8,2.6,0,26.6,17.5,7.8,3.8,0.7
36.1,19750101,33.7,25.3,12.6,6.9,2,0,30.2,19.9,8,4,0.8
42.2,19750201,29,19.7,9.3,5.4,2.2,0,28.7,19.9,10,6,2.4
40.1,19750301,19.7,13.1,4.9,2.3,0.5,0,40.1,28.7,14.7,8.4,3.3
38.1,19750401,14,8.7,3.7,1.9,0.6,0,48,36,19.7,11.7,4.8
42.9,19750501,12.9,6.6,2.1,0.8,0.1,0,44,31.2,14,6.8,2
41.6,19750601,7.2,3.2,0.7,0.2,0,0,51.2,32.6,11.3,5.1,1.2
39.4,19750701,10.9,4.7,0.6,0.1,0,0,49.8,34.7,14.4,7.3,2.1
33.7,19750801,12.6,7.1,1.6,0.3,0,0,53.6,39.1,17.3,9.2,3.5
35.7,19750901,11.5,6,1.2,0.3,0,0,52.8,38.2,19.3,11.3,4.3
33.5,19751001,16.4,8.9,1.9,0.4,0,0,50.1,39.4,22.3,13.2,5.2
41.4,19751101,12.9,5.8,0.8,0.1,0,0,45.5,33.2,16.8,9.7,3.9
43.2,19751201,21.5,11.2,2.3,0.6,0.1,0,35.3,24.5,11.4,6.4,2.8
38.8,19760101,29.4,19.2,8,4.5,2.2,0,31.8,22.6,10.7,6.3,2.1
41.8,19760201,29.7,18,5.5,2.6,0.9,0,28.4,19.8,9.7,5.8,2
35.6,19760301,37.4,25.2,10.7,5.7,2.2,0,27.1,19.1,9.2,5.3,2
38.8,19760401,36.7,24.1,8,3.7,1.2,0,24.6,16.3,7.6,4.4,1.9
46,19760501,34,22.1,7.7,3.7,1.5,0,20,12.4,5.3,2.7,0.9
43.5,19760601,37.8,24.3,9.5,5.3,2.1,0,18.8,11.7,4.9,2.4,0.7
45.3,19760701,35.6,23.4,10,5.7,3.1,0,18.8,10.6,4.1,2.6,1.1
38.4,19760801,45,31.6,15,9.1,4.5,0,16.6,9.8,4.4,2.7,1.6
40.8,19760901,39.5,27.6,14.5,9.3,4.5,0,19.7,11.7,3.9,2.3,1.1
41.3,19761001,35.1,24.2,12.5,8.4,5,0,23.7,15.6,7.8,4.6,1.8
33.1,19761101,46.3,34.5,19.6,13.1,7.4,0,20.5,13.7,6.1,3.4,1.2
27,19761201,54.5,43.8,28.4,21.3,14.6,0,18.5,12.7,5.8,3.3,1.5
26.9,19770101,55.6,47.3,34.7,27.7,19.6,0,17.4,11.6,5.2,3.1,1
25.9,19770201,61.8,52.9,38.9,31.5,22.9,0,12.3,7.6,2.6,1.4,0.4
26.7,19770301,59.7,49.8,34.4,26.7,18.4,0,13.7,8.9,3.4,1.9,0.6
27.6,19770401,59.2,51.3,37.2,29.5,19.9,0,13.2,7.7,1.7,0.5,0
32.3,19770501,52.6,44.3,29.6,22.1,14.3,0,15,8.1,2.9,1.4,0.3
35.8,19770601,54.9,44.3,29.2,22.5,16,0,9.3,4.8,1.5,0.6,0.1
32.8,19770701,59.9,47.1,28.9,20.7,13.2,0,7.5,3.6,1,0.5,0.2
49.2,19770801,32.4,24.8,14.9,10.4,5.2,3.5,14.8,9.4,3.6,1.8,0.7
42.1,19770901,30.8,19.2,7.5,3.1,0.8,0,26.9,17.3,6.6,3.1,1
40.1,19771001,28.6,16.8,5.3,2.2,0.6,0,31.4,21.7,8.6,4,1
41.8,19771101,17.3,8.8,2.1,0.8,0.2,0,40.9,29.6,14,7.7,2.6
39.4,19771201,16.3,8.8,2.5,0.8,0.1,0,44.3,31,11.5,5.1,1.4
30.6,19780101,12.3,8.3,4,2.4,1,0,57.1,43.5,20.7,10.3,3.1
31.2,19780201,12.1,7.5,2.9,1.2,0.2,0,56.5,41.4,19.4,11.2,4.1
27.5,19780301,12.5,8.5,3.8,2,0.6,0,60.1,46.8,23.3,13.4,5.7
24.2,19780401,15.6,11.1,5,2.4,0.8,0,60.2,49.1,31.1,20.3,10
28.2,19780501,13.7,9.2,3.1,1,0.2,0,58.2,45.7,26.3,16.7,7.6
42.1,19780601,12.9,7.1,2.1,0.5,0,0,45.1,32.8,16.7,9.5,3.5
39,19780701,14.8,7.9,1.9,0.4,0.1,0,46.3,34.5,17.7,9.9,4
38.7,19780801,18.3,10.4,3.2,1.2,0.2,0,43.1,31.7,16.4,9.2,3.7
39.3,19780901,21.1,12,2.8,0.9,0.2,0,39.7,29.6,15.5,9.1,4
38.1,19781001,34.1,23,9.5,4.3,1,0,28,19.6,9.4,5.8,2.3
42.2,19781101,26.7,16,4.6,1.8,0.2,0,30.9,22,10.7,6,2
43.3,19781201,23.9,13.6,3.7,1.1,0.1,0,32.8,22.3,10.1,5.2,1.6
40.4,19790101,19,11.2,3,1,0.1,0,40.6,29,13.9,7.8,2.5
43.2,19790201,20.1,11.2,2.4,0.6,0.1,0,36.7,24.8,10.3,4.8,1
40.2,19790301,14.8,7.8,1.6,0.4,0.1,0,45,31.7,14.9,7.4,2
37.8,19790401,12.9,7.2,1.7,0.6,0.1,0,49.2,35.6,15.9,7.8,1.8
35.5,19790501,14,8.7,3.6,1.8,0.6,0,50.6,35.8,17.4,9.6,2.5
37.4,19790601,18.3,11.8,5.1,2.9,1.1,0,44.2,31.9,16.5,9.8,3.3
31.7,19790701,11.9,6.9,2.4,1.2,0.4,0,56.2,44.1,23.9,14.3,4.8
33.5,19790801,10.5,5.9,2,0.8,0.2,0,56.1,43,22.4,13,4.5
36.6,19790901,17.2,10.4,3.7,1.5,0.2,0,46.2,35.1,20.8,13.7,6.4
38.8,19791001,20.7,12.4,4.5,2.1,0.4,0,40.4,28,13.2,7.3,2.7
38.5,19791101,22.6,14.6,6.4,3.8,1.3,0,38.9,27.1,12.5,7.7,3.2
38.4,19791201,30.2,21.4,9.8,5.3,1.7,0,31.5,20.7,9.3,5.3,2.1
44.4,19800101,21.7,14.2,6.2,3.5,1.4,0,33.9,20.5,6.8,2.9,0.6
44.9,19800201,23.8,15.2,6.3,3.4,1.5,0,31.4,20,6.8,2.8,0.7
37,19800301,20.2,12.4,4.2,2.1,0.9,0,42.7,29.8,12.2,5.6,1.5
32,19800401,27.7,20.2,10.7,6.6,3.1,0,40.4,27.1,9.8,4.5,1.1
27.7,19800501,31.6,24.7,15.2,10.5,5.7,0,40.6,29.3,12.3,6.1,1.5
35.5,19800601,30.6,21.7,10.6,6.5,2.8,0,34,24.3,10.4,4.6,0.9
31.4,19800701,38.8,29.2,16.7,10.5,4.7,0,29.7,20.8,9.7,5,1
32.5,19800801,37.7,27.5,13.1,7,2,0,30,21.3,9.1,4.5,1
31.2,19800901,31.9,23,10.5,5.7,1.7,0,36.9,27.9,15,8.5,2.9
34.7,19801001,35.3,23.2,8.1,3.4,0.8,0,29.9,20.4,8.7,3.3,0.6
38.1,19801101,38.4,26.5,10.4,4.5,1.3,0,23.4,14.7,5.2,2.3,0.4
30.5,19801201,53,40.9,21.4,12,4.4,0,16.6,10.1,2.7,0.8,0.1
25.6,19810101,60.2,49.2,30,20.1,9.5,0,14.3,8.3,2.1,0.7,0.1
25,19810201,63.2,53.4,34.5,24.3,12.9,0,11.9,6.7,2.2,1,0.3
