0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
29.4,19810301,58.7,46.5,26.5,16.3,6.9,0,12,7.2,2,0.8,0.3
27.9,19810401,56.1,44.1,23.6,13.7,5.3,0,16,11.4,5.7,3.5,1.3
35.4,19810501,48.2,33.5,12,5.7,1.6,0,16.3,10.8,5.3,3.3,1.1
40.8,19810601,44.9,28.4,9.9,4.4,0.8,0,14.3,7.9,2.4,0.7,0.1
43.3,19810701,37.3,24.4,10.5,5.2,1.4,0,19.3,11.4,4.4,1.9,0.3
45.4,19810801,29.9,20.2,10,5.3,1.7,0,24.7,15.3,6.2,3.1,0.9
46.1,19810901,27.6,17.6,5.4,2.1,0.5,0,26.3,15.5,4.9,2.1,0.3
40.6,19811001,14,6.7,1.3,0.5,0.1,0,45.3,30.8,12.1,5.3,1.1
33.7,19811101,17.9,11.9,4.3,1.8,0.6,0,48.4,33.5,13.3,5.6,0.8
38.9,19811201,16.6,9.2,2.7,0.9,0.2,0,44.6,31.2,13.6,6.9,1.9
38.9,19820101,10.1,4.7,1.1,0.4,0.1,0,51.2,36.1,16.1,7.5,1.8
41,19820201,14.7,6.9,1.2,0.4,0.1,0,44.5,30.8,11.8,4.9,0.8
40.8,19820301,14.8,8.1,1.9,0.6,0.1,0,44.5,31,12.2,5.3,1.1
48.2,19820401,17.4,9.4,3,1.4,0.5,0,34.6,23,9.6,5,1.1
46.5,19820501,13.2,6.7,1.5,0.4,0.1,0,40.3,27.4,10.9,5.1,1.2
45.4,19820601,8.9,3.5,0.2,0,0,0,45.6,31.4,13.8,6.8,1.8
41.7,19820701,16.4,8.5,1.6,0.4,0,0,41.8,28.6,11.9,5.5,1.1
43.5,19820801,12.6,6.2,1.2,0.3,0.1,0,43.9,28.3,10.4,4.3,0.8
40.9,19820901,11.6,5.1,0.8,0.2,0,0,47.4,32.5,12.5,5.8,1.2
37.1,19821001,17.1,9.3,1.8,0.4,0,0,45.9,32.3,14.7,8,2.8
39.8,19821101,11.5,5.4,0.7,0.2,0,0,48.7,35.7,18.2,10.8,5.3
30.5,19821201,7.7,3.7,0.6,0.1,0,0,61.8,46.9,23.1,12,4
31.6,19830101,7.6,3.8,0.8,0.2,0,0,60.8,46.2,23.2,13,4.8
31,19830201,10.1,4.9,0.9,0.1,0,0,58.9,45.7,24.3,14,5.6
25.2,19830301,11.3,6.3,2.4,0.9,0.2,0,63.5,53.5,35.7,24.8,12.9
24.6,19830401,9.8,4.7,0.4,0,0,0,65.6,54.6,34,23,12.3
25.4,19830501,4.9,2,0.3,0.1,0,0,69.8,56.5,33.7,21.7,11.1
25.4,19830601,6.3,3.5,1.1,0.4,0.1,0,68.4,54.6,29.2,17.5,8.5
30.7,19830701,8.5,4.9,1.5,0.5,0.1,0,60.8,47.4,25.3,14.9,6
32.5,19830801,14.8,8.4,2.4,0.7,0.1,0,52.6,41.9,25.5,16.4,6.8
29.4,19830901,25.7,17,6.2,2.6,0.6,0,45,36.9,24.1,16,6.1
35.1,19831001,16.4,9.4,2.5,0.9,0.1,0,48.5,38.1,24.4,16.5,7.1
30.1,19831101,12,7,2.1,0.6,0.1,0,58,46.2,30.8,22.4,12.3
28.5,19831201,14.2,8.7,3,1,0.1,0,57.3,46.4,29.5,19.6,9.8
39.5,19840101,14.4,8,2.3,0.7,0.1,0,46.1,31.6,14.6,8.7,4.1
43.3,19840201,16.8,9.3,2.9,1,0.1,0,39.9,27.1,12.3,7.7,3.9
44.8,19840301,14.1,7,1.8,0.5,0,0,41.2,28,13.1,8.4,4.5
33.3,19840401,10.8,6.2,1.8,0.8,0.1,0,55.9,41.7,21,11.8,4.9
31.8,19840501,12.9,8.1,2.9,1.4,0.5,0,55.5,41.9,22,12.6,5.1
27.7,19840601,14.5,10.1,2.9,0.7,0,0,57.8,45,24.7,15.6,7.8
30.9,19840701,17.6,12.2,5.7,2.9,0.8,0,51.5,39.6,23.7,16.4,9
36.2,19840801,23.5,16.5,8,5.1,1.7,0,40.2,29.8,16.4,9.8,3.8
40.6,19840901,30.6,21.6,10.5,6.2,2.3,0,28.9,17.9,5.1,2.1,0.5
36.4,19841001,16,10.7,4.4,2.6,0.8,0,47.6,33.4,14.4,6.8,1.9
34.8,19841101,13.2,8.2,3.1,1.7,0.5,0,52.1,38.1,18.9,10.7,3.4
35.7,19841201,12.9,7.5,2.8,1.4,0.3,0,51.4,38.4,20,11.4,4.2
43.3,19850101,18.9,12.1,4.9,2.1,0.4,0,37.9,27.4,14.5,8.7,3.6
38.1,19850201,21.8,14.3,5.6,2.7,0.6,0,40,28.7,15.1,8.6,3.2
32.9,19850301,26.1,17.8,7.8,4.1,1.6,0,41.1,30.8,15.3,8.5,3.3
30.6,19850401,30.3,20.9,12.5,9.9,6.2,0,39.1,29.3,15.8,9.8,4.3
27.4,19850501,33.4,23.7,13.2,9,3.3,0,39.2,29.5,14.5,7.8,3
24.3,19850601,37.1,27,12.8,6.5,1.9,0,38.7,30.6,15.6,8.8,3.5
26.7,19850701,44.7,31.4,12.6,6,1.5,0,28.7,20.2,6.9,2.7,0.8
29.9,19850801,44.8,33.8,17.9,10.4,4,0,25.3,16.9,6.8,3.4,0.9
35.5,19850901,41.4,28.4,11.5,5.3,1.3,0,23,14.7,5,1.9,0.3
43.3,19851001,25.9,14.8,3.8,1.5,0.4,0,30.7,21.3,8.5,3.5,0.5
45.3,19851101,11.6,4.9,0.7,0.2,0,0,43,29.2,12.6,5.8,1.2
49.3,19851201,15.5,7.1,1.2,0.3,0,0,35.2,22.4,7.4,3,0.5
54.3,19860101,14.2,5.7,0.9,0.2,0,0,31.6,18.5,5.3,1.8,0.2
44.6,19860201,10.1,4.7,0.9,0.2,0,0,45.3,29.2,10,3.9,0.7
40.8,19860301,10.7,5.9,1.8,0.6,0.1,0,48.4,31.9,12.3,5.8,1.7
35.3,19860401,14.1,9.2,4.8,3.2,1.4,0,50.5,36.5,18.2,10.9,4.7
36.3,19860501,13.6,9.6,5.5,3.6,1.5,0,50.2,34.1,13.4,7,2.5
41.5,19860601,15.7,10.4,5.6,3.5,1.6,0,42.9,27.2,9,3.8,1
38.3,19860701,22,15.8,10.3,8.1,4.9,0,39.6,26.8,10.2,4.4,1.2
40.2,19860801,30.6,22,13.6,10.4,6.5,0,29.3,18.2,5.7,2.3,0.5
29.6,19860901,23.2,18.1,11.6,8.5,4.6,0,47.4,35.9,17.8,9.8,3.8
26.1,19861001,18.3,12.9,6.3,3.3,1.3,0,55.6,44.8,25.3,14.1,4.3
37.3,19861101,14.4,8.1,3.4,1.6,0.6,0,48.3,36.8,21,12,3.8
34.5,19861201,18.1,11.4,4.6,2.3,0.5,0,47.3,37.7,22.6,13.3,4.9
35.2,19870101,16.4,10.1,4.1,1.8,0.3,0,48.3,37,19.7,12.1,5.3
30.7,19870201,17.4,11.2,3.5,1,0.1,0,51.9,40,22.3,14.2,6.9
32.8,19870301,13.9,7.2,1.3,0.2,0,0,53.4,42.2,25.4,16,7
33.8,19870401,21.4,13,4,1.4,0.1,0,44.6,33.3,18.2,11.6,5.3
33.9,19870501,19.8,12.4,3.3,0.8,0,0,46.1,36,20.5,13.6,6.3
28.4,19870601,35,26.5,13.2,7.3,3.4,0,36.6,28.7,16.6,10.7,4.4
37.5,19870701,30,20.7,8.2,4.5,2.2,0,32.5,22.3,9.3,4.4,1
36.4,19870801,34.6,23.5,9.1,4.3,1.2,0,29,19.5,8.2,4.2,1.3
43,19870901,31.1,19.8,7.8,3.6,1.1,0,25.9,14.7,3.8,1.3,0.2
43.5,19871001,36.8,24.7,11.4,5.9,1.8,0,19.6,10.4,2.2,0.6,0.1
43.2,19871101,34.5,24.1,12,6.5,2,0,22.4,12.6,3.4,1.1,0.2
43.7,19871201,31.6,22,9.7,5.1,1.5,0,24.7,13.1,2.6,0.7,0.2
44.3,19880101,25.7,15.7,5.6,2.5,0.7,0,30.1,17.7,5.1,1.7,0.3
45.7,19880201,34.3,22.9,9.2,4.4,1.5,0,19.8,9.2,1.4,0.3,0
40.5,19880301,39.3,27.1,11.1,5.6,1.8,0,20.4,10.5,2.3,0.7,0.1
33.6,19880401,46.8,34.6,15.4,7.7,2.1,0,19.6,11.4,2.4,0.6,0.1
31.9,19880501,54.5,43,21.2,10.9,3.4,0,13.6,7.5,1.4,0.4,0
25.5,19880601,61.9,51.1,30.7,20.8,10.8,0,12.6,7.6,2.1,0.8,0.1
33.2,19880701,51.9,41.5,25.6,16.3,7.5,0,14.9,7.8,1.6,0.2,0
31.6,19880801,55.5,43.7,26.2,17.2,8.4,0,12.8,7.5,2.3,1,0.2
28.4,19880901,59.1,47,26.4,16.4,8.3,0,12.6,7.6,2.1,1,0.3
26.8,19881001,63.8,51.2,30.7,21.8,12.2,0,9.4,5.4,1.6,0.8,0.2
39.7,19881101,46.6,33.5,17.1,10.9,5.7,0,13.6,6.7,1.5,0.6,0.1
39.8,19881201,47,34.2,17.5,10.9,5.6,0,13.1,6.1,1.3,0.5,0.1
39.6,19890101,51.1,35.9,16.7,9.8,4,0,9.2,4.1,1,0.3,0
34.4,19890201,51.2,36.9,16.9,8.9,3.1,0,14.5,9.4,3.7,1.9,0.6
42.1,19890301,36.1,22.8,8.2,3.7,0.9,0,21.7,14.1,6.4,3.8,1.8
42.5,19890401,38.4,25.6,10.2,5.7,2.4,0,19.1,12,4.7,2.5,0.8
38.8,19890501,38.5,26.2,10.2,5,2.2,0,22.7,14.6,5.9,2.6,0.5
35.5,19890601,39.8,29.3,12.2,6.3,2.4,0,24.7,17.9,9.3,5,1.5
37.9,19890701,34.3,22.9,7.5,3.2,1.2,0,27.8,19.8,11.1,7,2.7
38.2,19890801,36.4,23.6,9,4.5,1.5,0,25.3,18.4,9.6,5.3,1.6
35.6,19890901,32.8,22,9.1,4.7,1.6,0,31.7,24.1,13.4,8.6,3.8
32.3,19891001,34.5,24.5,12.2,7,2.5,0,33.2,24.6,13.2,8.2,4.1
30.3,19891101,37.8,27.7,15,9,3.5,0,31.9,24,12,6.9,3.1
25.6,19891201,50.2,39.4,22.5,14.5,6,0,24.2,18.2,9.1,5,1.6
27.1,19900101,43.8,33,15.3,7.9,2.6,0,29,22.7,12.7,7.9,3.4
29.2,19900201,41.7,31.5,14.6,7.6,2.1,0,29.2,21.8,11.8,7.6,4.4
36.4,19900301,38.5,28,11.2,4.6,1.1,0,25,16.5,7.1,4.1,1.4
41.4,19900401,33.2,22.4,8,3.1,0.6,0,25.4,15.9,5.9,2.6,0.5
37.3,19900501,31.7,19.9,7.1,3.5,0.7,0,31.1,19.6,7.8,3.9,1.1
42.2,19900601,33.5,21.4,7.3,3,0.7,0,24.3,14.5,4.5,1.6,0.3
40.3,19900701,29.2,17.8,5.3,2.3,0.5,0,30.5,19.5,7.3,3.2,0.8
39.8,19900801,24.3,14.3,3.5,1.1,0.2,0,35.9,24.3,10.4,5.4,1.7
39.3,19900901,19.2,11.6,4.8,2.7,1.1,0,41.4,29.6,13.7,6.9,2.1
38.4,19901001,20.3,11.6,3.7,1.9,0.5,0,41.2,30.7,15,7.7,2
37.6,19901101,24.6,16,5.8,2.8,1.1,0,37.8,27,12,5.3,1.2
32.8,19901201,28,19.6,8.4,4.2,1.5,0,39.1,29.8,15.9,8.8,2.8
32.6,19910101,29.1,20.7,9.1,4.1,0.8,0,38.5,28.9,14.9,8.3,3.2
33.6,19910201,35.4,27.6,15.7,10,4.6,0,31,20.9,8.7,4.1,1.1
33.7,19910301,28.3,19.4,8.2,4.4,1.7,0,37.8,27.4,13.4,6.5,1.7
35.6,19910401,25,14.7,3.8,1.2,0.1,0,39.3,28.7,15.1,8.5,3
40.2,19910501,16.1,8.8,1.8,0.5,0,0,43.6,31.4,16,9.6,4
40,19910601,14.3,7.3,1.4,0.3,0,0,45.9,33.4,18.1,11.3,4.9
42.6,19910701,16.2,8.2,1.4,0.3,0,0,41.2,29.2,14.3,8.4,3.5
41.9,19910801,16.5,8.3,1.6,0.4,0,0,41.8,29.9,15.1,9.5,5
37.1,19910901,19.6,12.6,5.3,2.8,0.9,0,43.3,30.6,16,10.3,4.7
36.1,19911001,17,11.5,5.3,3,1.2,0,46.7,32.2,12.6,6.6,2.6
31.2,19911101,12.3,7.7,3.5,2.1,0.9,0,56.5,42,17.6,8.5,2.8
36.3,19911201,17.9,10.7,4,2.1,0.7,0,45.7,34.6,18.6,10.8,3.5
40.3,19920101,21.2,13.3,5.1,2.8,1.1,0,38.5,28.2,14.9,9.2,3.8
38.4,19920201,28.6,18,6.9,3.6,1,0,33.1,23.9,14,9.9,4.9
34.4,19920301,29.2,20.4,9,4.3,1,0,36.3,27.5,16.2,10.7,5.3
34.6,19920401,31.2,21.3,8,3,0.6,0,34.3,25.7,14,8.2,2.7
33.5,19920501,36.9,25.8,12.6,6.7,2,0,29.5,24.1,15.3,10.2,5.3
35.7,19920601,33.7,22.3,8.2,3.8,0.9,0,30.5,23.3,14.3,9.3,4
36.6,19920701,24.6,15,5.5,2.5,0.6,0,38.8,30.2,18.1,11.8,5.7
34.4,19920801,26.4,18.2,9.1,5.3,1.9,0,39.3,29.6,18.2,12.6,6.4
40.2,19920901,25.9,16.3,7.1,4.1,1.5,0,33.9,22.3,8.8,4,0.9
46.1,19921001,24.5,14.1,4.2,1.6,0.3,0,29.5,17.9,6.6,3.6,1.3
47.7,19921101,17.4,9,2.1,0.5,0.1,0,35,20.8,7,2.8,0.6
50.5,19921201,12.7,5.3,1.2,0.5,0.1,0,36.9,21.7,7.6,3,0.6
39,19930101,8.5,3.9,1.2,0.6,0.1,0,52.5,37.8,18.2,10.3,4.5
32.7,19930201,7.7,3.9,1.4,0.7,0.2,0,59.7,46.6,26.5,16.2,7.1
32.1,19930301,9.5,4.5,1.2,0.4,0,0,58.4,46.1,27.4,17.4,7.4
32.9,19930401,12,5.3,1,0.2,0,0,54.9,42.2,21.8,11.8,3.5
32.7,19930501,15.3,7.4,0.9,0.1,0,0,52,39.4,20.7,11.8,3.7
27.9,19930601,9.9,4.4,0.5,0.1,0,0,62.2,49.2,26,15.5,6.7
26.4,19930701,7.4,3,0.2,0,0,0,66.2,54.5,36,26,15.1
24.4,19930801,13.6,7,1.3,0.3,0,0,61.8,53.2,36.3,25.9,14.7
29.8,19930901,12.1,5.6,0.9,0.2,0,0,58,48,29.6,20.2,10.5
36.3,19931001,13.6,7.1,1.5,0.4,0.1,0,50.2,37.4,20.9,13.7,7.4
38.4,19931101,17.4,9.7,2.1,0.8,0.2,0,44.2,34,20,13.3,6.9
36.9,19931201,24.6,15.9,5.4,2.4,0.7,0,38.5,30,19,13.1,6.4
36.8,19940101,28.4,17.5,5.5,2.4,0.7,0,34.9,27.6,18.4,13.1,6.5
35.7,19940201,27.1,16.9,5.1,1.6,0.2,0,37.2,29.8,20.7,15.8,9.2
32.3,19940301,32.8,23,9.6,4.5,0.7,0,34.9,26.8,16.1,11,5.7
41,19940401,30.3,20,9.1,4.9,1.1,0,28.6,19.9,9.9,6.3,3
39.5,19940501,38.7,26.9,12.6,6.7,1.9,0,21.9,15.3,7.5,4.6,2.1
42.5,19940601,37.5,27.1,11.1,4.9,0.7,0,20,12,4.8,2.3,0.9
39.6,19940701,38.4,26.9,10.8,4.5,0.7,0,22.1,14.3,5.8,3.2,1.2
36.2,19940801,42.2,29.7,10.2,3.4,0.7,0,21.6,14.5,7.2,4.3,2
38.9,19940901,39.2,27.2,10.3,4.1,1.1,0,22,14,5.9,3.3,1.1
44.6,19941001,30.1,18.4,5.2,1.9,0.2,0,25.5,15.8,6.1,3.2,1.1
47.5,19941101,22.4,12.1,2.5,0.7,0.1,0,30,18.7,7,3.6,1
49.5,19941201,19.5,8.9,2.1,0.6,0.1,0,30.8,18.2,6.2,2.7,0.7
44.1,19950101,18.7,9.6,2.4,1,0.3,0,37.1,25.6,11.2,5.8,1.8
44.3,19950201,17.7,9.4,3,1.6,0.6,0,38,24.6,9.4,5,2.1
37.6,19950301,16.4,9.2,2.5,1.2,0.6,0,45.9,31.8,14.3,7.4,2.3
32.3,19950401,17.9,11.1,3.1,1.1,0.2,0,49.9,36.5,15.9,7.6,1.9
23.8,19950501,13.9,9.2,2.8,1.2,0.4,0,62.3,51.9,30.2,18.1,7.1
22.8,19950601,12.2,8.5,4.7,3.1,1.4,0,64.9,54.8,35.9,23.4,9.8
28.2,19950701,13.7,8.6,3.1,1.5,0.4,0,58.2,47.7,29.2,17.3,6.7
30,19950801,14.9,10.3,5.1,3.2,1.4,0,55.2,42.9,22.9,12.9,3.8
32.8,19950901,14.8,9.4,5.1,3.2,1.3,0,52.3,40.5,22.9,13.7,5.8
36.1,19951001,14.9,8.4,2.1,0.6,0.2,0,49.1,35.8,16.2,8.2,2.3
34.2,19951101,12.7,7,2,0.7,0.2,0,53.1,40.4,20.4,10.5,3.1
38,19951201,15.7,9.3,3.9,2,0.7,0,46.4,33.6,15.8,7.7,2
33,19960101,17.3,11.9,6.3,4.1,2.2,0,49.9,38,18.8,9.1,2.6
30.1,19960201,30.8,21.9,10.5,5.8,2.4,0,39.1,28.8,13.9,7.5,2.6
28.4,19960301,36.4,28.3,14.8,8.4,3.4,0,35.3,26.2,13.5,7.3,2.1
30.4,19960401,35.9,28.5,16.1,9.8,4.4,0,33.6,24.6,12.1,7,2.1
25.9,19960501,33.1,26,15.6,9.9,4.2,0,41,31.8,16.3,8.7,3
27.9,19960601,32.2,26,15.8,10.4,4.5,0,39.9,30.4,16.7,10.5,4.3
35.7,19960701,29.5,20.6,9.6,5.4,1.7,0,34.6,26,13.2,7.6,2.7
39.1,19960801,27,17.8,7.3,3.9,1.6,0,34,23.7,10.3,5.4,1.7
38.3,19960901,19.4,11.3,3.3,1.3,0.3,0,42.4,29.6,14,7.7,3.1
43.8,19961001,17.2,8.7,2,0.7,0.2,0,39,27.5,11.3,5.6,2
42.6,19961101,10.5,5.1,1.2,0.5,0.1,0,46.7,32.9,14.2,6.7,2.2
35.7,19961201,10.7,5.6,1.6,0.7,0.1,0,53.5,42.5,26.2,17.1,7.8
30.6,19970101,6.9,3.3,0.7,0.3,0.1,0,62.4,49,28.2,17.1,6.8
26.8,19970201,8.4,4.6,1.4,0.5,0.1,0,64.8,49.9,24.5,13.5,4
28.5,19970301,9.5,5.2,1.4,0.6,0.2,0,62.2,49.6,26.6,14.8,5
28.9,19970401,7.4,4,0.7,0.1,0,0,63.7,49.2,25.8,15.4,6.1
30,19970501,6.5,3.4,0.6,0.2,0.1,0,63.5,47.7,21.5,11.7,3.9
35.9,19970601,8.5,4.3,1.2,0.4,0.1,0,55.6,40.4,19.1,9.8,3.1
34.9,19970701,10.2,5.4,1.6,0.7,0.1,0,54.9,39.8,19.1,10.5,3.6
33.7,19970801,14.4,8.2,2.5,0.9,0.1,0,51.9,37.7,17.7,9.5,3.5
40.1,19970901,15.4,8.1,1.9,0.6,0.1,0,44.7,30.6,13.6,7.5,2.2
37.4,19971001,20,12.3,5.3,3.2,1.8,0,42.5,30.4,13,6.5,2.2
42.7,19971101,18.4,9.9,2.3,0.7,0.1,0,38.9,25.3,9.2,3.9,1.3
41.1,19971201,18.1,9.9,2.7,1.1,0.1,0,40.9,29,12.6,5.8,1.3
43.4,19980101,12,5.4,1,0.2,0,0,44.5,29.6,10.5,4.1,0.7
34,19980201,9.2,4.5,1,0.4,0.1,0,56.9,43.4,21.5,12.5,4.8
29.8,19980301,8.9,5.1,1.4,0.4,0.1,0,61.5,47.3,23.7,13.8,5.2
33,19980401,9.3,4.5,0.9,0.2,0,0,57.8,43.4,22.5,13.2,5.3
36.6,19980501,12.9,7.6,2.1,0.9,0.2,0,50.6,37.4,20.1,13.5,7.2
35.3,19980601,10.4,5,1.2,0.5,0,0,54.2,41.2,23.8,15.6,7.5
30.9,19980701,13.1,7.8,2.5,0.9,0.1,0,56,44.3,25.2,16,8
33.4,19980801,11,5.8,1.4,0.5,0.1,0,55.7,43.1,22.7,13.4,5.7
32.5,19980901,13.6,8.5,3.8,2,0.7,0,53.9,41.4,23.4,15.9,8.7
32.9,19981001,11.4,6.7,2.4,0.9,0.2,0,55.7,41.8,25.1,17.1,9.3
33.7,19981101,14.1,8.4,2.8,1.2,0.3,0,52.3,39.1,20,11.7,4.8
35.9,19981201,19.7,12.9,5.6,3,1.1,0,44.4,30.7,13.3,6.8,2.4
34.2,19990101,16.9,10.5,3.6,1.4,0.3,0,48.9,35.6,16.6,8.6,3
31.7,19990201,18.5,12.3,4.6,1.9,0.3,0,49.7,38,18.3,9,3.4
37.6,19990301,23,15,5.7,2.6,0.5,0,39.5,29.2,14.1,7.7,3.1
35.7,19990401,21.5,12.5,3.2,1,0.1,0,42.8,32.2,17.7,10.9,4.6
34.3,19990501,21,12.8,3.6,1.1,0.1,0,44.9,33.9,19.3,11.9,4.7
29.3,19990601,21.9,15.1,5.4,2.1,0.2,0,48.8,37.6,22.4,14.4,6.5
38.9,19990701,21.7,14.1,5.9,2.5,0.5,0,39.5,27.3,12.4,6.3,2.4
40.4,19990801,23.7,14.7,5.2,1.8,0.3,0,35.9,24.9,10.2,5.2,1.8
40,19990901,20.9,12.2,3.6,1.4,0.2,0,39,26.9,10.8,5.8,1.8
38.6,19991001,33.5,23.1,8.2,3.5,1,0,27.9,16.5,6,2.9,1
37.4,19991101,39.4,28.3,11.7,5.9,2.2,0,23.2,13.8,5,2.3,0.8
34.5,19991201,42.8,32.4,14.2,6.4,1.8,0,22.8,13.6,5,2.4,0.8
38,20000101,47.3,33.6,15.5,7.1,1.7,0,14.9,8.4,3,1.5,0.6
42.6,20000201,43.9,31.2,14.4,7.2,2,0,13.5,7.2,2.2,1.2,0.5
36,20000301,47.7,36.9,22,13.8,5.3,0,16.3,10,3.3,1.5,0.6
32.8,20000401,51.7,40.6,23.7,14.5,6.1,0,15.6,10.1,5,2.7,1.1
31.7,20000501,56.1,41.7,20.5,11.6,4.8,0,12.1,8.4,4.7,3.1,1.6
40.6,20000601,47.7,33.6,14.5,7,1.8,0,11.8,5.9,1.2,0.3,0.1
40.7,20000701,43.5,30.4,14.6,9.1,4.2,0,15.8,8.5,2.5,0.8,0.1
41.1,20000801,41,28.3,13.1,8,4,0,18,10.8,3.4,1.5,0.4
38.9,20000901,40.4,28.5,12.3,6.5,2.7,0,20.6,12.5,4,1.7,0.5
45.4,20001001,31.7,20.4,9.2,5.8,3.1,0,23,13.4,4.3,1.5,0.2
47,20001101,31.3,19.8,6.2,2.6,0.6,0,21.5,12.1,3.4,1.3,0.2
40.7,20001201,41.7,28.2,10.4,4.4,0.9,0,17.5,10.6,3.6,1.4,0.4
41.1,20010101,40.8,28.2,12.7,7.3,2.8,0,18.4,11.3,4.1,1.4,0.3
38.8,20010201,37.3,27.1,13.9,8.5,4.5,0,23.9,14.5,4.9,2.2,0.5
44.7,20010301,37.6,25.9,11.8,7,3.8,0,17.5,8.6,2.2,0.8,0.1
39.7,20010401,37.5,26.8,13,7.3,3.1,0,22.8,13.6,4.6,1.8,0.2
33.6,20010501,36.4,27.6,14.4,8.2,3.4,0,29.7,20.6,7.3,3,0.5
27,20010601,36.8,29.5,16.4,9.3,3.3,0,36.2,25.1,9.9,4.8,1.6
36.8,20010701,35.6,26,14.2,9.4,4.3,0,27.4,18.3,8.2,4.2,1.3
39.9,20010801,40.3,29.5,14.9,9.1,3.4,0,19.8,10.6,2.8,1,0.1
38.9,20010901,38,27.8,14,8.3,3,0,23,13.2,3,1.1,0.2
39,20011001,39.3,26.7,11.7,5.6,1.5,0,21.8,13.3,4.4,1.8,0.4
40.4,20011101,38.4,25.2,9.4,4.3,1.4,0,21,13.2,3.9,1.3,0.2
35.8,20011201,39.6,28.8,14.4,8.5,3.8,0,24.6,15.2,4.8,1.7,0.2
35.1,20020101,43,31.3,15.1,8.8,3.2,0,21.9,14.4,5.4,2.2,0.3
34.1,20020201,47.7,36.2,19.9,12.2,5.6,0,18.3,12.1,4.7,1.9,0.3
34.3,20020301,47.5,36.3,20.9,14,6.8,0,18.1,11.6,4.9,2.5,0.8
26.9,20020401,54.2,44.3,28.8,20.5,10.7,0,19.1,13.7,6.4,3.2,0.8
27.4,20020501,54.5,44.7,29.4,21.8,13.1,0,18.2,13.3,7.2,4.5,2.1
25.7,20020601,55.5,46.3,32.4,24.9,15.4,0,19,13.6,6.7,3.7,1.5
31.9,20020701,51.2,42.1,29.9,22.9,14.9,0,17,11,4.3,1.9,0.3
