0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
29.6,20020801,54,44.1,30,23.3,16,0,16.4,10.1,4.1,2.3,0.6
31.7,20020901,53.3,42.6,27.2,18.6,10.9,0,15,9,3.9,2.1,0.5
31.9,20021001,46.7,38.1,24.6,17.3,9.2,0,21.4,13.9,6,3.4,1.4
33.2,20021101,43.2,33.2,19.2,12.2,5.2,0,23.6,15.8,6.5,3.3,0.7
33.5,20021201,39.1,29.4,14.5,8.7,3.7,0,27.3,17.8,6.5,2.9,0.9
36.1,20030101,42.8,32.5,15.6,8.7,3.5,0,20.9,12.7,4.6,2.3,0.8
37.3,20030201,35.9,25.1,11.5,5.9,1.8,0,26.7,18,8.7,5,2.1
42.4,20030301,29.1,18.5,7.9,4.2,1.3,0,28.4,18.4,7.7,4.3,1.5
43.3,20030401,24.1,15.2,6.5,3.3,1.2,0,32.5,22,8.2,3.4,0.9
49.1,20030501,19.2,11.5,4.9,2.2,0.6,0,31.9,21.7,11.1,6.7,2.5
46.2,20030601,20.5,11.4,3.3,1.2,0.1,0,33.4,22.5,11.6,7.2,3.6
43.3,20030701,32,19.2,5.1,1.7,0.3,0,24.8,17.1,9.9,6.7,3.4
42.4,20030801,29.4,18,5.4,2.2,0.5,0,28.1,20.3,10.5,6.6,2.9
42.4,20030901,31,18.4,6.6,3.4,1.4,0,26.7,19.9,11.2,7.1,3.5
39.8,20031001,30.7,18.3,5.7,2.2,0.6,0,29.5,23.5,15.1,10.3,5.3
40.3,20031101,30.4,18.3,5.7,2.3,0.7,0,29.2,22.9,14.2,9.4,4.7
36.3,20031201,32.3,19.8,6.6,3,1.1,0,31.4,24.5,14.5,10.3,5.4
39,20040101,34.3,21.8,8.4,4,1.2,0,26.7,20.7,12,8.4,4.7
42.2,20040201,30.8,19.2,7.1,3,0.8,0,27.2,19.4,9.8,6,2.4
40.3,20040301,38.4,25.1,10.6,5.8,2.2,0,21.2,14.2,6.9,3.6,1.1
43.8,20040401,31.6,19.1,7.4,3.3,0.9,0,24.6,15.3,6.6,3.3,1
42,20040501,27.4,17.6,6.1,2.8,0.9,0,30.6,21.5,10.3,5.6,2.1
45.8,20040601,23.9,14,4.6,2.3,0.8,0,30.3,19.5,8.5,4.5,1.5
41.7,20040701,20.7,11.4,3,1.1,0.1,0,37.6,24.7,10.6,4.9,2
40.4,20040801,20.5,12.8,4,1.5,0.2,0,39.1,27.2,12,5.9,1.9
43,20040901,17.4,9.3,1.5,0.3,0,0,39.5,27.7,13,6.6,2.2
40.7,20041001,7.8,3.4,0.5,0.1,0,0,51.6,35.4,15.9,8,2.3
32.4,20041101,11,6.2,1.2,0.2,0,0,56.6,42.3,21.2,12.8,5.1
31.3,20041201,8.2,4,0.7,0.1,0,0,60.6,45.7,24.3,14.5,5
27.3,20050101,8,3.9,0.5,0.1,0,0,64.7,52.2,29.7,18.5,7.7
24.9,20050201,13,8.3,3.2,1.2,0.2,0,62.2,51.7,31.3,20.5,10.2
28.1,20050301,11.5,6.7,2.1,0.8,0.1,0,60.2,47.3,25.7,15.9,8.1
30.8,20050401,11.1,6.3,1.6,0.5,0.1,0,58.3,44.5,23.4,14.7,7.6
32.7,20050501,13.7,7.5,1.4,0.2,0,0,53.6,42,23.5,15,8.1
35.8,20050601,11.7,6.7,1.5,0.4,0,0,52.4,38.1,18.6,11.6,6.4
41.3,20050701,16,9.6,2.9,0.9,0.1,0,42.4,28.3,12.4,7.2,3.2
39.5,20050801,21.6,13.8,4.7,2.1,0.5,0,38.9,26.5,12.1,6.6,2.3
41.2,20050901,24,14.8,4.6,1.7,0.4,0,34.6,23.2,9.7,4.3,0.9
39.3,20051001,25.7,17.2,7.7,4.2,1.7,0,35.1,22.7,8.9,4.5,1.7
37.1,20051101,27.5,19.7,9.1,4.9,2,0,35.4,24,9.3,4.6,2.1
33.3,20051201,30.3,22.1,11.4,7.1,3.4,0,36.3,26.2,13,8.1,3.6
34,20060101,29.9,22,11.2,7,3,0,36.1,26.7,14.3,8.7,3.5
35.5,20060201,32.9,23.8,11.9,6.9,3.1,0,31.8,21.8,8.3,4.4,2.4
40.9,20060301,34.4,21.8,9.2,4.7,1.5,0,24.8,16.9,6.6,3.2,1.4
37,20060401,34.1,23.4,9.3,4,1.4,0,29.1,21.7,12,6.9,2.3
23.3,20060501,50.1,39.2,19.8,10.4,3.7,0,26.7,20.1,10.7,5.8,2.1
26.1,20060601,49.4,38.8,20.1,11.2,4.3,0,24.5,18.2,10.2,6,3.4
24.1,20060701,55.2,43.3,23.6,13.8,5.7,0,20.8,16.5,9,4.6,1.5
28.3,20060801,49.9,36,16.5,8.9,3.7,0,21.7,16.3,8,4,1
39.8,20060901,37.6,25.1,11,6,1.9,0,22.6,13.7,4.5,2.2,0.7
39.5,20061001,34.6,23.5,9.8,5,1.4,0,25.8,17.3,7.3,4,1.6
38.1,20061101,29.4,19.5,8.5,4.6,1.8,0,32.5,23,10,5.4,1.9
40.2,20061201,29.4,19.3,7.3,3.3,0.9,0,30.3,21.7,11.2,6.6,2.4
32.8,20070101,37.5,26.6,11.9,6.1,1.9,0,29.6,22.4,13.9,9.4,4.2
34.1,20070201,32.7,22.9,9.7,4.7,1.7,0,33.2,24.5,14,9,3.9
33,20070301,27,19.7,10.1,5.5,2.1,0,40,29.7,15.1,8.2,3
28.4,20070401,25.5,18.6,9,4.9,2.1,0,46.1,35.4,18.6,11.2,4.2
25.9,20070501,28.6,22.6,12.3,7,2.8,0,45.6,36.4,18.6,10.4,4.3
26.1,20070601,33.1,26.8,14.5,8.7,3.6,0,40.7,31.5,16.4,9,3.1
28.8,20070701,40.3,31.5,18,11.6,5.6,0,31,23.4,13.4,9.3,5.4
23.7,20070801,43.6,35.8,21.9,14.5,7.9,0,32.7,26.8,17.8,13.4,8.3
27.5,20070901,44.5,35.9,20.7,13.4,7.5,0,27.9,22,12.8,8.3,4.3
34.1,20071001,37.7,26.7,13.8,9.1,5,0,28.2,21.5,12.4,7.4,3.2
30.3,20071101,42.6,32,17.6,11.3,5.8,0,26.9,20.1,10.3,6,2.5
42.7,20071201,28.8,18.6,7.9,5,2.6,0,28.5,19.9,8.2,3.8,1.1
44.8,20080101,25.8,17,8.3,5.7,3.3,0,29.6,19.3,7.2,3.2,0.9
46.9,20080201,22.8,15.5,7.2,4.2,1.5,0,30.3,18.5,7.3,3.8,1.2
43.4,20080301,26.1,17.1,7.9,4.7,1.9,0,30.5,20.9,10,6,2.5
37.5,20080401,32.7,20.9,7.4,3.5,1.2,0,29.7,23.4,14.6,9.5,4.5
37.6,20080501,28.2,17.7,6.7,3.3,0.9,0,34.3,25.3,12.7,6.9,2.4
32.6,20080601,32.2,21.4,8.9,4.9,1.8,0,35.3,28.1,17.9,12.7,7
35.6,20080701,34.1,22.4,7.8,3.5,0.9,0,30.1,23.5,15.8,11.9,6.4
42.2,20080801,21.7,11.8,3,0.9,0.1,0,36.1,27.1,16.3,11.8,6.6
40.3,20080901,28.3,17.5,5.9,2.4,0.5,0,31.4,23.3,14.3,10.6,5.8
30.7,20081001,33.3,25.5,14.2,8.1,3.1,0,35.9,26.6,15.7,11.1,5.9
34.6,20081101,33.4,25.1,13.4,7.7,3.1,0,32,22.9,12.2,7.4,2.8
37.8,20081201,26,16.4,5.6,2.7,1,0,36.2,26.3,13.7,8.1,2.9
39.4,20090101,26.8,17.4,6.7,3.2,0.9,0,33.8,24.4,11.9,6.4,2.2
37.2,20090201,33.6,21.3,7.6,3.7,1.2,0,29.2,21.4,11.7,7.1,3
38.9,20090301,30.8,18.2,5.6,2.1,0.5,0,30.2,21.4,10.5,6.8,3.3
37,20090401,29,17,4.3,1.4,0.3,0,34,24.9,12.4,7.5,3.6
45.9,20090501,25.5,14.2,4.2,2.1,0.6,0,28.6,19.3,8.9,5.6,3
46.1,20090601,22.2,12.8,4.4,2.6,1.1,0,31.8,20.3,7.6,3.6,1.1
47.5,20090701,20.5,10.9,4.2,2.6,1.4,0,31.8,20.1,7.3,3.1,0.8
40.8,20090801,24.3,14.6,5.2,2.7,1.5,0,35.1,24.1,10.4,5.7,2.3
40.5,20090901,30.2,20.2,8.3,4.5,1.2,0,29.3,18.1,6.2,2.7,0.7
36.5,20091001,17.5,11.8,5.8,3.6,1.6,0,46,34.8,19.1,12.1,5.9
36.6,20091101,19,12.9,8,6.5,5,0,44.4,33.7,18.6,11.9,5.2
37,20091201,17.7,10.9,4.3,2.5,0.9,0,45.3,35.6,21.3,14.8,7.7
41.2,20100101,12.5,5.9,1,0.2,0,0,46.4,34.5,19.6,13.4,7.8
35.8,20100201,12.8,7.1,2,0.8,0.1,0,51.4,37.7,19.6,12.3,5.6
33.2,20100301,18.5,11.7,4.2,1.9,0.4,0,48.3,36,19.6,12.3,5.8
38.8,20100401,15.3,8.9,2.8,1,0,0,45.8,32.6,16.6,9.7,3.4
37.5,20100501,12.3,7.5,2.8,1.4,0.4,0,50.2,35.1,16.4,9,2.6
38.9,20100601,5.1,1.7,0.1,0,0,0,56,39.6,19.1,11.5,4.5
42,20100701,13.5,6.5,1.4,0.5,0.1,0,44.5,30.2,13.8,8,3.8
41.3,20100801,8.9,3.8,0.7,0.2,0,0,49.8,33.9,15.6,9.3,4.5
39,20100901,15.2,8,2.7,1.2,0.2,0,45.9,32.4,15.8,9.4,4.1
39.4,20101001,17.7,10.8,4.4,2.3,0.7,0,42.9,29.4,13.4,7.2,2.4
36.7,20101101,18.6,11.9,4.6,2,0.4,0,44.6,31.7,14,6.9,1.9
29,20101201,20.8,14.6,6.5,3.6,1.4,0,50.2,40.7,23.8,13.9,5.3
33.9,20110101,22.7,15.1,6.2,3,0.8,0,43.4,33,17.6,10.7,4.9
34,20110201,24.9,18.2,9.2,5,1.6,0,41.1,30,15.4,9.8,5.4
32.4,20110301,27.5,18.1,7.5,4,1.3,0,40.3,30.3,14.7,8.2,3.9
23.9,20110401,29.9,23.9,13,8.1,3.6,0,46.2,36.1,19.6,11.8,5.9
17.9,20110501,28.5,24.9,18.5,14.1,8.1,0,53.8,45.3,29.1,19.9,10.8
15.5,20110601,31.9,28.8,23.4,19.7,13.7,0,52.5,43.9,25.8,17.6,9.4
17.9,20110701,32,28.2,21.5,18,13.1,0,50.2,41.4,24.6,16,7.9
18.4,20110801,32.1,28.6,22.8,18.9,14,0,49.4,40,23.6,15.7,8.2
26.6,20110901,33,27.5,19.7,16,12.1,0,40.3,30.9,18.9,13.5,7.8
23.1,20111001,30.7,25.9,18.4,14.5,11.2,0,46.3,37.4,22.1,15.7,9.9
24,20111101,29.5,24.2,16.8,13.5,10.1,0,46.5,36.7,21.9,16.1,10.4
29.8,20111201,33.7,25.2,14.3,10.6,6.5,0,36.5,29.1,19.3,14.9,9.5
33.5,20120101,37.2,26,13.7,9,4.9,0,29.4,22.6,13.3,8.5,4.1
36.2,20120201,43.5,30.8,15.3,8.6,3.1,0,20.1,14.3,6.9,4.1,2
40.5,20120301,38,26.3,11.5,5.6,1.2,0,21.3,13.5,5.9,3.5,1.5
40.2,20120401,38.3,25.8,10.2,4.9,1.2,0,21.6,13.6,6,3.5,1.6
46.6,20120501,35.2,20.9,7.3,3.9,1.4,0,18.2,10.6,3.7,1.9,0.7
41.7,20120601,43.7,28.2,11,5.7,2.2,0,14.5,7,1.9,0.9,0.3
40.6,20120701,46.9,32.8,14.6,8.2,3.3,0,12.6,6.8,2.2,1.2,0.5
32.8,20120801,53.4,39.3,19.2,11.1,5.2,0,13.7,8.5,2.8,1.4,0.5
31.1,20120901,54.3,42.1,23.6,14.7,7.2,0,14.7,9.6,4,2,0.6
32.1,20121001,51.6,39.9,22.6,14.4,7,0,16.4,11.1,5.4,3,0.9
29.1,20121101,55.9,45.1,26.9,18,9.3,0,14.9,10.6,4.9,2.7,0.9
29.9,20121201,52.2,42.3,25.6,17.3,8.8,0,17.7,11.8,3.9,1.5,0.3
34.4,20130101,48.3,38.6,24.3,17.2,9.7,0,17.2,10.4,3.4,1.3,0.3
34.9,20130201,49.6,37.6,21.1,14.3,8.3,0,15.5,9.4,3.7,2,0.9
37.1,20130301,50,36.9,19.6,12.8,6.7,0,12.8,7.1,2.5,1.4,0.5
34.1,20130401,48.1,35.3,17.9,9.8,3.5,0,17.9,11.6,4.6,2.2,0.6
35.9,20130501,39.2,27.7,12.5,6.4,2.2,0,25.1,17.4,7.8,4.3,1.5
29.6,20130601,38.4,30,15.7,8.6,3.5,0,32,23.9,12.9,8.1,3.9
34.8,20130701,32.3,20.7,7.1,3,0.7,0,32.9,24.1,10.9,6.1,2.2
32.2,20130801,28.6,18.6,5.7,2,0.2,0,39.4,30.7,16.5,9.7,4
41.8,20130901,18.9,12.2,6.1,4,2,0,39.3,27.6,12.8,6.8,2.3
41.4,20131001,19.4,12.9,5.5,3.3,1.3,0,39.1,26.7,12,6.5,2.3
42.6,20131101,17.4,10.7,4.3,2.2,0.8,0,39.9,26.3,11.5,6.1,2.1
38,20131201,15.7,10,4.8,3.6,2.4,0,46.1,32.7,15.8,9.2,3.4
39.8,20140101,22.2,13.7,6.2,4.4,3.2,0,37.8,26.6,12.1,7.2,2.9
40.5,20140201,22.5,14.3,6.7,3.9,1.3,0,37.1,25.2,10.9,5.1,1.3
44.8,20140301,23.9,15.7,7.7,4.7,1.8,0,31.4,20.1,9.2,5.8,3
44.4,20140401,27,17.7,6.5,2.8,0.7,0,28.5,18.2,8.4,5.4,2.8
41.7,20140501,28.5,19.9,9,4.7,1.5,0,29.7,19,8.4,4.9,1.8
35.1,20140601,33.6,24.4,12.5,6.6,2,0,31.3,22.1,11.2,6.8,2.8
42.5,20140701,32.1,21.2,7.6,3.3,1.1,0,25.3,15.1,5.2,2.2,0.7
38.9,20140801,25.8,17.2,6.6,2.8,0.6,0,35.3,23.4,8.9,4.1,0.9
43.9,20140901,19.4,10,2.3,0.7,0.1,0,36.6,22.9,7.6,3.1,0.6
44,20141001,12.3,5.3,1,0.2,0,0,43.6,28,10.1,4.7,1.5
49.4,20141101,11.3,4.6,0.9,0.2,0,0,39.5,23.9,7.5,3,0.7
50.6,20141201,6.4,2,0.2,0,0,0,43,25.7,8.1,3.3,0.8
53.4,20150101,9.5,3.4,0.4,0.1,0,0,37.1,21.6,5.9,2.1,0.3
51.1,20150201,11.9,5.4,1.3,0.5,0.1,0,37,22.3,7.4,2.7,0.6
49.5,20150301,23,13.1,4.7,2.2,0.7,0,27.5,15.8,4.4,1.7,0.2
49.1,20150401,20.3,11.4,4.2,2,0.6,0,30.6,19.2,6.8,3.1,1.1
42.3,20150501,19.5,10.7,2.9,1.2,0.3,0,38.2,27.4,15,9.7,4.4
40.1,20150601,17.8,9,2,0.5,0.1,0,42.1,29.4,14.7,8.8,3.3
40.5,20150701,14.9,7.3,1.4,0.3,0,0,44.4,33.6,18.8,12.2,5.6
37.6,20150801,16.6,9.3,2.6,1,0.1,0,45.8,34.6,18.5,11.1,4.8
37.4,20150901,21.2,14.3,7,4.4,1.6,0,41.4,29.7,13.9,7.7,2.7
35,20151001,15.7,10.2,3.9,1.7,0.5,0,49.3,35.6,17.7,10.9,4.8
27.3,20151101,12.3,8.4,3.9,2.2,0.7,0,60.2,47.1,26.1,16.4,7.4
22.3,20151201,4.8,2.2,0.6,0.3,0.1,0,72.9,60.7,37,25.3,13.8
23.5,20160101,3.2,1.5,0.5,0.2,0,0,73.3,58.8,35.1,22.8,11.4
36.5,20160201,6.5,2.6,0.6,0.3,0.1,0,57,42.8,22.7,13.4,5.5
36,20160301,7.2,3.2,0.4,0.1,0,0,56.7,41.3,19.9,11.2,3.8
36.6,20160401,7.2,2.8,0.3,0,0,0,56.2,41.8,21.6,12.9,5.7
35.8,20160501,4.6,1.8,0.2,0.1,0,0,59.6,43.5,21.2,13.4,6.6
36.6,20160601,7.4,3.3,0.7,0.1,0,0,56.1,41.9,20.8,12.9,5.8
35.8,20160701,13.6,7.4,1.6,0.5,0.1,0,50.6,38.5,20.5,11.8,4
37.4,20160801,13.5,6.4,1,0.2,0,0,48.9,36.7,18.6,10.3,3.4
39.6,20160901,20.3,12.2,3.8,1.8,0.4,0,40,28,12.4,6.7,2.3
35.8,20161001,19.8,12,4.4,2.2,0.7,0,44.3,32.4,15.6,8.6,3.4
36.1,20161101,20.9,13.2,5.6,3.6,2.2,0,42.9,31.7,15.2,7.8,3
38.8,20161201,15.9,9.6,3.5,2,1.1,0,45.5,30.5,12.4,6.9,2.8
36.5,20170101,13.9,8.5,3.1,1.5,0.4,0,49.6,35.8,16.5,8.8,3.2
36.2,20170201,15.3,9.5,4,2.3,1,0,48.5,35.5,18.1,11.3,4.6
30.8,20170301,14.4,8.9,3.7,2,0.7,0,54.8,42.2,25.1,16.3,8.4
27.3,20170401,10.6,6.2,1.9,0.6,0.1,0,62.2,49.7,28.9,19,10.1
32.6,20170501,10.3,5.1,0.8,0.2,0,0,57.1,43.2,24,15.9,8.2
41.8,20170601,10.4,4.9,1.4,0.6,0.2,0,47.8,34.7,19.4,13,6.5
38.6,20170701,9.9,6.2,3.3,2.4,1.6,0,51.5,36.2,15.8,8.5,3.7
31.1,20170801,8.1,5.3,3.1,2.3,1.5,0,60.8,45.8,23.6,14.3,6.7
34.5,20170901,9.6,5.7,2.6,1.7,1.1,0,55.8,40.6,19.4,10.8,4.6
36.4,20171001,15,9.3,4.2,2.4,1.2,0,48.5,36.8,18.1,10.2,4.2
36.4,20171101,21.1,15,7.4,4.5,2.3,0,42.5,30.8,14.1,7.4,2.4
40.2,20171201,26.1,18.8,9.5,6,2.8,0,33.7,22.8,9.8,5.3,2
39.5,20180101,36.6,25.9,11.6,6,2.2,0,23.8,16,7,3.8,1.6
35,20180201,35.8,25.6,12.8,7.3,2.8,0,29.1,20,8.2,4,1.4
40.4,20180301,31.3,21.2,8.1,3.7,0.9,0,28.3,18.8,7.1,3.5,1.3
37.4,20180401,33.8,22.5,10.5,6.5,3.1,0,28.9,19.5,8.1,4.1,1.5
37,20180501,38,27.1,12.5,7,3.3,0,25.2,17.4,8.3,4.5,1.9
31.7,20180601,38.3,28.6,16.9,11.5,6.1,0,30,22,11.2,6.6,3
36.7,20180701,38.4,27.2,12.3,7.2,3,0,25.1,16.9,7.9,4.4,2
34.8,20180801,33.3,22.4,9.5,5.3,1.8,0,31.9,23,11.1,6.5,3.2
38.3,20180901,24.3,15.5,6.5,3.9,1.5,0,37.4,28.7,18.2,13.2,8
34.4,20181001,14.6,8.3,2.7,1.2,0.3,0,51,39.7,24.4,17.4,10.4
35.4,20181101,13.5,7.8,2.5,1.1,0.4,0,50.9,37.7,20.5,14.1,8.9
31.4,20181201,15.4,9,2.5,0.9,0.2,0,53.1,43.2,27.5,19.9,12.3
29,20190101,13.1,8.4,3.1,1.2,0.2,0,57.8,47.6,31.3,22.8,14
26.5,20190201,7.4,3.9,0.8,0.2,0,0,66,55.4,37.3,28,17.7
21.6,20190301,8.4,5.3,1.8,0.6,0.1,0,69.9,58.5,36.6,26.3,15.2
21.4,20190401,6,3.2,0.6,0.1,0,0,72.6,60.5,39.5,30.4,19.6
13.9,20190501,3.9,2.3,0.4,0.1,0,0,82.3,71.6,51.4,40.2,26.2
15.6,20190601,3.3,1.7,0.4,0.1,0,0,81.1,69.9,48.4,36,19.7
22.9,20190701,6.3,3.1,0.7,0.2,0,0,70.6,59.8,37.4,25.3,12.5
23.6,20190801,8.5,4.6,1.2,0.4,0.1,0,68,56.5,35.2,23.7,12.6
22.9,20190901,11.3,7.4,3.3,1.6,0.5,0,65.7,55.2,34.2,22.4,10.1
23.1,20191001,10.7,6.2,1.9,0.7,0.1,0,66.4,56.9,38.1,26.2,13.7
32.8,20191101,12.3,6.3,1.9,0.7,0.2,0,54.9,43.5,25.8,17.4,8.7
31.4,20191201,10.9,5,0.9,0.2,0,0,57.6,46.2,27.6,18.4,9.6
34.7,20200101,12.8,6.2,1.2,0.5,0.1,0,52.6,42.6,28.2,19.7,10.5
30.3,20200201,22.8,15.8,7.5,4,1.1,0,47,37.7,24.2,16.7,8.6
30.6,20200301,21.5,15.3,6.8,3.1,0.5,0,47.8,38.7,25,18.1,11
27,20200401,22.3,15.6,6.3,2.7,0.6,0,50.7,40.3,24,15.9,7.7
31.1,20200501,21.6,14.7,6.2,2.9,0.5,0,47.4,37.4,20.5,13.3,6.3
37.4,20200601,24,16.7,7.3,3.3,0.6,0,38.5,30.2,18.3,12.7,6.9
34.9,20200701,28.2,18.1,6.6,2.6,0.5,0,36.9,27.3,13.3,7.3,3
31.4,20200801,35.4,26.2,13.2,7.1,2.5,0,33.3,25.4,14.6,9.6,4.9
26.9,20200901,42.3,34.1,21.8,14.2,6.8,0,30.8,24.6,15.3,10.7,5.5
27.3,20201001,44.1,35.9,24.4,17.5,9.9,0,28.6,22.6,15.2,10.5,5.2
29.5,20201101,43.7,35,23.4,16.8,9.5,0,26.8,19.3,9.6,5.6,2.6
31,20201201,47.1,39.2,28.4,22.5,15.6,0,21.9,14.9,7.3,4.7,2.8
34.4,20210101,46.4,37.8,25.4,19.7,14,0,19.2,11.2,5.1,3.5,2.2
33.7,20210201,48.7,39,26.5,20.1,13.1,0,17.7,11,5,3.4,2.2
31,20210301,53.2,44.1,29.3,22.4,14.5,0,15.9,9.3,3.6,2.4,1.4
27.2,20210401,56,46.6,31.9,24.3,14.8,0,16.8,10.6,4.9,3.1,1.7
32.7,20210501,48.7,39.3,24.6,17.4,9.6,0,18.6,10.9,3.9,1.8,0.5
34.7,20210601,46.9,38.5,25.2,17,7.8,0,18.5,9.9,3.2,1.7,0.6
34.5,20210701,41,32.7,20.2,13.6,6.8,0,24.5,15.1,5.2,2.3,0.8
30.4,20210801,38.6,29.9,16.1,9.7,3.9,0,31,21.8,9.1,4.4,1.6
33.5,20210901,37.2,28.4,15.2,9.1,3.2,0,29.4,19.3,8.5,4.4,1.6
38.5,20211001,27.8,18.8,8.4,4.1,1.4,0,33.7,23.8,12.4,7.8,3.6
39.4,20211101,32.3,22.2,9.8,5.3,1.9,0,28.4,19.3,8.9,5.3,2.3
43.3,20211201,27.1,17,5.9,2.6,0.6,0,29.7,19.8,8.3,4.4,1.9
46.6,20220101,25.9,15.7,4.9,1.9,0.4,0,27.4,17.9,7,3.8,1.2
38.9,20220201,34.9,22,7.9,3.7,1.5,0,26.3,18.6,9.8,6.3,2.8
39.6,20220301,34.5,22.4,7.3,3.2,0.8,0,26.1,17.8,8.4,4.8,2
36,20220401,38.7,27.3,13.2,7.8,3.4,0,25.3,17.5,8.2,4.6,2.3
34.4,20220501,40.9,30.4,16.4,10.9,5.1,0,24.8,16.7,7.8,4.7,2.5
37.3,20220601,41.7,30.3,15.7,9.2,4.1,0,21.1,13.2,5.3,2.9,1.4
35.2,20220701,50.4,38.1,20.5,13,6.5,0,14.5,8,2.5,1.3,0.5
40,20220801,36.3,24.3,10.8,6,2.6,0,23.8,13.7,4.6,2,0.6
40,20220901,42.3,31.1,15.8,9.6,4.6,0,17.7,9.4,3,1.1,0.2
41.3,20221001,39.7,28.1,13.4,7.6,3.1,0,19.1,10.7,3,1.1,0.2
48.6,20221101,31.9,20,8.2,4,1.5,0,19.5,10.3,3.1,1.2,0.2
49.2,20221201,24.3,15.9,6.9,3.7,1.6,0,26.5,14,3.9,1.4,0.4
46.1,20230101,21.8,12.1,3.5,1.5,0.5,0,32.1,20.8,7.9,3.8,1.1
41.8,20230201,28.1,16.8,5.1,2.1,0.5,0,30.2,20.5,8.8,4.5,1.3
39.4,20230301,22,13.3,5,2.6,0.9,0,38.8,27.3,12.3,7.5,3.3
36.2,20230401,24.6,15.9,7.3,4.7,2.2,0,39.2,27,10.7,5.6,1.8
47,20230501,23.2,13.4,4.1,1.7,0.5,0,29.8,17.4,6.4,3.4,1.1
42.7,20230601,20.5,11.1,2.7,1,0.3,0,36.8,23.3,9.1,4.9,1.7
41,20230701,20.5,11.9,4.2,2.3,0.9,0,38.5,26.2,11.4,6.6,2.4
35.8,20230801,23.5,15.7,6.5,3.6,1.5,0,40.7,31.1,16.1,9.4,4.2
34.4,20230901,28.6,20.1,8.6,4.6,1.7,0,36.9,27.5,13.7,7.3,2.4
37.1,20231001,30.3,20.3,9.2,4.9,1.8,0,32.4,22.6,9.4,4.5,1.3
34.8,20231101,36.3,25.6,11.4,5.9,2.5,0,29,20.3,7.6,3.5,1
35,20231201,41,29.1,13.1,7,2.3,0,24,17.4,8.4,4.5,2
